Roman Catholic,Roman Catholic.1,Classification,Orientation,Theology,Polity
Christ Church Protestant Leeson Park,Christ Church Protestant Leeson Park,Unknown,Unknown,Unknown,Unknown
Prespertion Presbyterian,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Presbytariam,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Ecopespalin Protestant,Ecopespalin Protestant,Unknown,Unknown,Unknown,Unknown
Roman Caotlic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
United Ire Church of Scotland,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Roma Catholic Church,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Methodist Classic,Methodist,Christianity,Protestant,Trinitarian,Connexional
Church of Ireland Methodist,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Romeman Catholic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Episcpelian,Episcpelian,Unknown,Unknown,Unknown,Unknown
Roman Cathrtick,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Jue,Jue,Unknown,Unknown,Unknown,Unknown
Roman Catholic Profeson,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Presbyterreney,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Maravien,Maravien,Unknown,Unknown,Unknown,Unknown
Prsbey,Prsbey,Unknown,Unknown,Unknown,Unknown
Unatrians,Unitarian,Christianity,Liberal,Nontrinitarian,Congregational
Catholic ap?lic Church,Catholic ap?lic Church,Unknown,Unknown,Unknown,Unknown
United Un Presbyterian,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Member of Protestant Church of Ireland,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Presybterain,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Reformed Presbyr,Reformed Presbyr,Unknown,Unknown,Unknown,Unknown
R Ryterian,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Roman Atholic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Prspetelian,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Romian Cathlic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Methodist Wasleyan,Methodist,Christianity,Protestant,Trinitarian,Connexional
Eplan Church of Scotland,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Waldenrian Church,Waldenrian Church,Unknown,Unknown,Unknown,Unknown
C R C,C R C,Unknown,Unknown,Unknown,Unknown
R Cathok,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
"Known as ""Brethren""","Known as ""Brethren""",Unknown,Unknown,Unknown,Unknown
Irish Methodist Ch,Methodist,Christianity,Protestant,Trinitarian,Connexional
Rm Catholc,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Wesylian Methodist,Methodist,Christianity,Protestant,Trinitarian,Connexional
Roman Chatoral,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Roman Catholic Church of St Andrew West,Roman Catholic Church of St Andrew West,Unknown,Unknown,Unknown,Unknown
Presbyterian Scotch Church,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Christean Presptyerian,Christean Presptyerian,Unknown,Unknown,Unknown,Unknown
Irish Church (Desistablished and c),Irish Church (Desistablished and c),Unknown,Unknown,Unknown,Unknown
Prespytrain,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Presbyterian New Row Church,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Freethinkers No Religion Yet,Freethinkers No Religion Yet,Unknown,Unknown,Unknown,Unknown
R Cathorlit,Catholic,Christianity,Catholic,Trinitarian,Episcopal
Prebyteran,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
R C of Ireland,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Uuniterain,Unitarian,Christianity,Liberal,Nontrinitarian,Congregational
Espicopolian,Espicopolian,Unknown,Unknown,Unknown,Unknown
Rom Caholic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
R Calholer,R Calholer,Unknown,Unknown,Unknown,Unknown
Protestant St Marks Irish Church,Protestant St Marks Irish Church,Unknown,Unknown,Unknown,Unknown
Cachorlic,Catholic,Christianity,Catholic,Trinitarian,Episcopal
Independent Presbyterian Church,Independent Presbyterian Church,Unknown,Unknown,Unknown,Unknown
Nonsubscribing Presbyterian Unitarian,Nonsubscribing Presbyterian Unitarian,Unknown,Unknown,Unknown,Unknown
Etablished Church Church of England,Etablished Church Church of England,Unknown,Unknown,Unknown,Unknown
Primitive,Primitive,Unknown,Unknown,Unknown,Unknown
Worshipping with Brethern Christian,Worshipping with Brethern Christian,Unknown,Unknown,Unknown,Unknown
Metho?,Methodist,Christianity,Protestant,Trinitarian,Connexional
Old Protestant Church of Ireland,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Catholics Protestant,Catholics Protestant,Unknown,Unknown,Unknown,Unknown
St Andrews Roman Catholic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Prisperetian,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Roman Catholic St Micheals C,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
St Michael,St Michael,Unknown,Unknown,Unknown,Unknown
Maravin,Maravin,Unknown,Unknown,Unknown,Unknown
R Catiloce,R Catiloce,Unknown,Unknown,Unknown,Unknown
Prespbyerain,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Low Churchman Church of Ireland,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Plymouth Breathen,Plymouth Brethren,Christianity,Protestant,Trinitarian,Congregational
General Assembly of the Presbyterian Church in Ireland,General Assembly of the Presbyterian Church in Ireland,Unknown,Unknown,Unknown,Unknown
Roman Call Catholic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Weslyen Methodist,Methodist,Christianity,Protestant,Trinitarian,Connexional
Episkopalian,Episkopalian,Unknown,Unknown,Unknown,Unknown
Irish Church Parish,Irish Church Parish,Unknown,Unknown,Unknown,Unknown
Irish ? Church,Irish ? Church,Unknown,Unknown,Unknown,Unknown
Roman Clatolic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
1st Episcopalian Irs Church,1st Episcopalian Irs Church,Unknown,Unknown,Unknown,Unknown
Plymouth Breathern,Plymouth Brethren,Christianity,Protestant,Trinitarian,Congregational
Co,Co,Unknown,Unknown,Unknown,Unknown
Roman Caholi,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Roam Catholis,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Roman Cathecholic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Presbytaine,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Protestant Christian,Protestant Christian,Unknown,Unknown,Unknown,Unknown
Brethren Christian,Brethren Christian,Unknown,Unknown,Unknown,Unknown
Prysbterrin,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Metheodist Church,Methodist,Christianity,Protestant,Trinitarian,Connexional
Church of England Christian Brethren,Church of England Christian Brethren,Unknown,Unknown,Unknown,Unknown
Protestant Episcl,Protestant Episcl,Unknown,Unknown,Unknown,Unknown
Rhoman Cathrlick,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Cathlolick,Catholic,Christianity,Catholic,Trinitarian,Episcopal
Presbyterian Ormond Quay Church,Presbyterian Ormond Quay Church,Unknown,Unknown,Unknown,Unknown
Church of Ireland Protestant I C,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Christian St Called Brethren,Christian St Called Brethren,Unknown,Unknown,Unknown,Unknown
Wesleyan Methst,Wesleyan Methst,Unknown,Unknown,Unknown,Unknown
Espal Church of Scotland,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Rroman Catolic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Episcopal Ch of Scotd,Episcopal Ch of Scotd,Unknown,Unknown,Unknown,Unknown
Romen Catoclis,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
R Catalice,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Christean,Christean,Unknown,Unknown,Unknown,Unknown
Prispiterean,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Church of Ireland Marners Church,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
C Church Roman Catholic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Presbetrin Church,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Church of God Who are Known as Brethren,Church of God Who are Known as Brethren,Unknown,Unknown,Unknown,Unknown
Epescopelan Irish Church,Epescopelan Irish Church,Unknown,Unknown,Unknown,Unknown
Roman Cacthlick,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Presbybeterian,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Ecastablish Church of Scotland,Ecastablish Church of Scotland,Unknown,Unknown,Unknown,Unknown
Congerationist Independent,Congerationist Independent,Unknown,Unknown,Unknown,Unknown
Roman Catholic Releigon,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
R Catholic Curat,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Roman Chliclis,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Rhoman Chatiloc,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Irish Church Roman Catholic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Wesyleaer Methodist,Methodist,Christianity,Protestant,Trinitarian,Connexional
Srs of H Faith Roman Catholic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Irish Church Episkapelian,Irish Church Episkapelian,Unknown,Unknown,Unknown,Unknown
Rome Catholick,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Cathilics,Catholic,Christianity,Catholic,Trinitarian,Episcopal
Prispitirian,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Church of Ireland St Mark,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Uniteian,Unitarian,Christianity,Liberal,Nontrinitarian,Congregational
Challic Church,Challic Church,Unknown,Unknown,Unknown,Unknown
No Religan,No Religan,Unknown,Unknown,Unknown,Unknown
Christianar so called Brethern,Christianar so called Brethern,Unknown,Unknown,Unknown,Unknown
No Christian,No Christian,Unknown,Unknown,Unknown,Unknown
Morenian,Morenian,Unknown,Unknown,Unknown,Unknown
Protest I Church,Protest I Church,Unknown,Unknown,Unknown,Unknown
Roman Cathlock Church,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Methodest N C,Methodist,Christianity,Protestant,Trinitarian,Connexional
Non Subsc Presb,Non Subsc Presb,Unknown,Unknown,Unknown,Unknown
Prespytreion,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Phresterian,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Lutherin,Lutheran,Christianity,Protestant,Trinitarian,Episcopal
Plymonth Bretern,Plymouth Brethren,Christianity,Protestant,Trinitarian,Congregational
? Church,? Church,Unknown,Unknown,Unknown,Unknown
R Chathorlic,Catholic,Christianity,Catholic,Trinitarian,Episcopal
Roman Chalolec,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Further information Was Declined,Further information Was Declined,Unknown,Unknown,Unknown,Unknown
Indant Church,Indant Church,Unknown,Unknown,Unknown,Unknown
Christian Meeting Wick those Called Plymouth Brethren,Christian Meeting Wick those Called Plymouth Brethren,Unknown,Unknown,Unknown,Unknown
Prespbaritarin,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
C of Latter Day Saints,C of Latter Day Saints,Unknown,Unknown,Unknown,Unknown
R Catholiac,Catholic,Christianity,Catholic,Trinitarian,Episcopal
Prestbyrean,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Plinoth Brethern,Plymouth Brethren,Christianity,Protestant,Trinitarian,Congregational
Roman Clarke,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Episcobal Church,Episcobal Church,Unknown,Unknown,Unknown,Unknown
Christian Non-Sectarian,Christian Scientist,Christianity,Restorationist,Nontrinitarian,Congregational
Prestrybteran,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Church of Ireland Prisbytearran,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Presbyterial,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Ravenhill Road Presptran Church,Ravenhill Road Presptran Church,Unknown,Unknown,Unknown,Unknown
Roman Catherick Church,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Indenpendants,Indenpendants,Unknown,Unknown,Unknown,Unknown
Attending Unitarian Sundry School,Attending Unitarian Sundry School,Unknown,Unknown,Unknown,Unknown
Sanford Church,Sanford Church,Unknown,Unknown,Unknown,Unknown
Catholic Aposlolic Church,Catholic Aposlolic Church,Unknown,Unknown,Unknown,Unknown
Catholic Chrch,Catholic,Christianity,Catholic,Trinitarian,Episcopal
Each Person Belongs to the Presbyterian Church,Each Person Belongs to the Presbyterian Church,Unknown,Unknown,Unknown,Unknown
Church of Ireland Protestant Merrion Hall,Church of Ireland Protestant Merrion Hall,Unknown,Unknown,Unknown,Unknown
Church of C Ireland,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Society of Frieds,Society of Frieds,Unknown,Unknown,Unknown,Unknown
Reformed Presbytn,Reformed Presbytn,Unknown,Unknown,Unknown,Unknown
Romine Catholic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Presbteteran,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Christian Gathered to the Name of the Lord,Christian Gathered to the Name of the Lord,Unknown,Unknown,Unknown,Unknown
Baptized B?,Baptized B?,Unknown,Unknown,Unknown,Unknown
Rom Cathelice,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Protesant Church of England,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Reformed Presbyteon,Reformed Presbyteon,Unknown,Unknown,Unknown,Unknown
Undenominational Protestant,Undenominational Protestant,Unknown,Unknown,Unknown,Unknown
Scotch Presbeterian,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Unsubscrebing Presbyterian,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
1st Presbyterian Church Ballymena,1st Presbyterian Church Ballymena,Unknown,Unknown,Unknown,Unknown
Irish Christain Union,Irish Christain Union,Unknown,Unknown,Unknown,Unknown
Roman Catchoic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Cathilice,Catholic,Christianity,Catholic,Trinitarian,Episcopal
Roman Catoclick,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
R Catcholate,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
None Further Information Refused,None Further Information Refused,Unknown,Unknown,Unknown,Unknown
Ch of Roam,Ch of Roam,Unknown,Unknown,Unknown,Unknown
Preasterian,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
1st Dromore Presbyterian Church,1st Dromore Presbyterian Church,Unknown,Unknown,Unknown,Unknown
Covenauter,Covenauter,Unknown,Unknown,Unknown,Unknown
Episcopalean Church of Ireland,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Irish Episcoplian Church,Irish Episcoplian Church,Unknown,Unknown,Unknown,Unknown
Reformed Presbtn Church,Reformed Presbtn Church,Unknown,Unknown,Unknown,Unknown
1st Dr Presbyterian Church,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Meoithest,Methodist,Christianity,Protestant,Trinitarian,Connexional
Prespeten,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Prespertering C,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
R Catcheloch,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Catilic,Catholic,Christianity,Catholic,Trinitarian,Episcopal
Roam Catchlick,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Presbyterian (Gen Assmby),Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Church which is his Body,Church which is his Body,Unknown,Unknown,Unknown,Unknown
Meatheds Church,Meatheds Church,Unknown,Unknown,Unknown,Unknown
No Religion Denomination,No Religion Denomination,Unknown,Unknown,Unknown,Unknown
Catclick,Catholic,Christianity,Catholic,Trinitarian,Episcopal
Wesley an Methodist,Methodist,Christianity,Protestant,Trinitarian,Connexional
E C of Ireland,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Calvenestic,Calvenestic,Unknown,Unknown,Unknown,Unknown
Covenanter Church,Covenanter Church,Unknown,Unknown,Unknown,Unknown
Co Methodist,Methodist,Christianity,Protestant,Trinitarian,Connexional
Christain of No Denomination,Christain of No Denomination,Unknown,Unknown,Unknown,Unknown
Irish C Protestant,Irish C Protestant,Unknown,Unknown,Unknown,Unknown
Epispocell Church,Epispocell Church,Unknown,Unknown,Unknown,Unknown
Plymith Brethern,Plymouth Brethren,Christianity,Protestant,Trinitarian,Congregational
Covnanter Church,Covnanter Church,Unknown,Unknown,Unknown,Unknown
Protestan,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Mem?mber Roman Catholic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Late Estate Ch of Ireland,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Presbyterian and Salvationist,Presbyterian and Salvationist,Unknown,Unknown,Unknown,Unknown
Roman Calchlic,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Roman Cataloc,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Ephiscipilian,Ephiscipilian,Unknown,Unknown,Unknown,Unknown
Prebisterian,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
Episcopalian Prostentant,Episcopalian Prostentant,Unknown,Unknown,Unknown,Unknown
Episcoal Church,Episcoal Church,Unknown,Unknown,Unknown,Unknown
Roman Cathele,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Roman Catohliks,Roman Catholic,Christianity,Catholic,Trinitarian,Episcopal
Presbytereian Ch,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
U F Presby Church,U F Presby Church,Unknown,Unknown,Unknown,Unknown
Perespetein,Presbyterian,Christianity,Protestant,Trinitarian,Presbyterian
St Lukes Irish Church,St Lukes Irish Church,Unknown,Unknown,Unknown,Unknown
Priest Church of Ireland,Church of Ireland,Christianity,Protestant,Trinitarian,Episcopal
Protestant Merrion Hall Christian Brethren,Protestant Merrion Hall Christian Brethren,Unknown,Unknown,Unknown,Unknown
Protestant Episcoplain Church,Protestant Episcoplain Church,Unknown,Unknown,Unknown,Unknown
